,bfe_nummer,adresse,offentlig_ejendomsværdi,offentlige_grundværdi,seneste_handelspris,enhedsareal_beboelse,pris_pr_m2,seneste_handelsdato,seneste_handlet_andel,handelsmetode,anvendelse,opførelsesår,tinglyst_areal_ejerlejligheder,longitude,latitude,primær_ejers_adresse,vejnavn,husnr,etage,antal_værelser,year,month,day
2217,112953,"ØrestadsBoulevard57A,7.709,2300KøbenhavnS",2450000.0,523700.0,3420000,120.0,28500.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,103.0,12.58224692,55.63443774,"ØrestadsBoulevard57A,7,-709,2300KøbenhavnS",ØrestadsBoulevard,57,8.0,3,2020,12,1
2218,140197,"Østerdalsgade1B,5.,2300KøbenhavnS",1500000.0,139100.0,3550000,94.0,37765.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,88.0,12.60314351,55.65500935,,Østerdalsgade,1,6.0,2,2020,12,1
2219,126484,"Lybækgade3,st.th,2300KøbenhavnS",1050000.0,62000.0,2450000,59.0,41525.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,52.0,12.60871511,55.66518752,"Collinsgade4,st,2100KøbenhavnØ",Lybækgade,3,1.0,3,2020,12,1
2220,137969,"Englandsvej34B,4.tv,2300KøbenhavnS",960000.0,120500.0,1715000,60.0,28583.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,51.0,12.60385907,55.6554835,"Englandsvej34B,4tv,2300KøbenhavnS",Englandsvej,34,5.0,2,2020,12,1
2221,140638,"OxfordAllé4A,1.,2300KøbenhavnS",1150000.0,66500.0,2499000,66.0,37863.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,56.0,12.61204037,55.6497933,"OxfordAllé4A,1,2300KøbenhavnS",OxfordAllé,4,2.0,2,2020,12,1
2222,138434,"PederLykkesVej52,1.th,2300KøbenhavnS",1250000.0,230000.0,2510000,81.0,30987.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,75.0,12.60334364,55.65416263,"PederLykkesVej52,1th,2300KøbenhavnS",PederLykkesVej,52,2.0,2,2020,12,1
2224,142889,"GimlesAllé2B,2.th,2300KøbenhavnS",1250000.0,185300.0,2800000,82.0,34146.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1930.0,75.0,12.61125622,55.65100451,"Bøgestien7,8800Viborg",GimlesAllé,2,3.0,3,2020,12,1
2225,138761,"RobertJacobsensVej78,4.3,2300KøbenhavnS",2200000.0,509200.0,3600000,109.0,33027.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,97.0,12.57205823,55.6171277,"RobertJacobsensVej78,4,-3,2300KøbenhavnS",RobertJacobsensVej,78,5.0,4,2020,12,1
2226,134450,"ØresundParkvej9,1.tv,2300KøbenhavnS",2850000.0,412600.0,5900000,126.0,46825.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,119.0,12.62939377,55.66376184,"ØresundParkvej9,1tv,2300KøbenhavnS",ØresundParkvej,9,2.0,4,2020,12,1
2227,105046,"Amagerfælledvej13,st.th,2300KøbenhavnS",1600000.0,140000.0,3800000,98.0,38775.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1915.0,91.0,12.59548565,55.66715224,"Amagerfælledvej13,stth,2300KøbenhavnS",Amagerfælledvej,13,1.0,4,2020,12,1
2228,127359,"Ålandsgade15,1.tv,2300KøbenhavnS",1400000.0,124700.0,3295000,77.0,42792.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,70.0,12.60519725,55.66390258,"Ålandsgade15,1tv,2300KøbenhavnS",Ålandsgade,15,2.0,3,2020,12,1
2229,422635,"DorisLessingsVej27,2.th,2300KøbenhavnS",2250000.0,239100.0,3750000,107.0,35046.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,101.0,12.5756713,55.63655466,"DorisLessingsVej27,2th,2300KøbenhavnS",DorisLessingsVej,27,3.0,4,2020,12,1
2230,128701,"Ålandsgade9,1.th,2300KøbenhavnS",1250000.0,99100.0,3240000,70.0,46285.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,64.0,12.6049356,55.66415531,"Ålandsgade9,1th,2300KøbenhavnS",Ålandsgade,9,2.0,3,2020,12,1
2231,114778,"C.F.MøllersAllé20,2.tv,2300KøbenhavnS",1950000.0,401300.0,3480000,99.0,35151.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,88.0,12.57433134,55.63533166,"C.F.MøllersAllé20,2tv,2300KøbenhavnS",C.F.MøllersAllé,20,3.0,3,2020,12,1
2232,114250,"EdvardThomsensVej85,5.th,2300KøbenhavnS",1750000.0,336900.0,3225000,89.0,36235.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,77.0,12.57926354,55.63252108,"EdvardThomsensVej85,5th,2300KøbenhavnS",EdvardThomsensVej,85,6.0,3,2020,12,1
2233,137467,"Gullandsgade10,st.,2300KøbenhavnS",2100000.0,297000.0,3910000,116.0,33706.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1912.0,130.0,12.59984011,55.6580322,"Gullandsgade10,st,2300KøbenhavnS",Gullandsgade,10,1.0,3,2020,12,1
2234,105455,"Amagerfælledvej35,3.th,2300KøbenhavnS",1550000.0,141800.0,3400000,87.0,39080.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,79.0,12.5948303,55.6649885,"Amagerfælledvej35,3th,2300KøbenhavnS",Amagerfælledvej,35,4.0,3,2020,12,1
2235,113851,"EdvardThomsensVej81,st.mf,2300KøbenhavnS",1150000.0,258100.0,2487500,66.0,37689.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,59.0,12.57880004,55.63257148,"EdvardThomsensVej81,stmf,2300KøbenhavnS",EdvardThomsensVej,81,1.0,2,2020,12,1
2236,124684,"Tyrolsgade20,1.th,2300KøbenhavnS",1850000.0,188300.0,3825000,85.0,45000.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,71.0,12.60952368,55.65965256,"Tyrolsgade20,1th,2300KøbenhavnS",Tyrolsgade,20,2.0,3,2020,12,1
2237,101322,"Hollænderdybet2,st.th,2300KøbenhavnS",310000.0,74800.0,2340000,57.0,41052.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,51.0,12.59937966,55.66499502,"Hollænderdybet2,stth,2300KøbenhavnS",Hollænderdybet,2,1.0,2,2020,12,1
2238,102279,"IslandsBrygge11,4.th,2300KøbenhavnS",3450000.0,398000.0,8995000,150.0,59966.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1907.0,136.0,12.57880552,55.66815031,"IslandsBrygge11,4th,2300KøbenhavnS",IslandsBrygge,11,5.0,5,2020,12,1
2240,140229,"Østerdalsgade3B,3.th,2300KøbenhavnS",1150000.0,140700.0,2900000,74.0,39189.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,69.0,12.60272073,55.65510918,"AggershvileAlle10,2942Skodsborg",Østerdalsgade,3,4.0,3,2020,12,1
2241,103593,"Snorresgade2,3.tv,2300KøbenhavnS",2000000.0,125800.0,4660000,87.0,53563.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,80.0,12.57607611,55.66584496,"Snorresgade2,3tv,2300KøbenhavnS",Snorresgade,2,4.0,3,2020,12,1
2242,110925,"Sundholmsvej23,st.tv,2300KøbenhavnS",1150000.0,173300.0,2375000,58.0,40948.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,51.0,12.59600258,55.66248648,"Kvislemarkvej43,4262Sandved",Sundholmsvej,23,1.0,2,2020,12,1
2243,111980,"IslandsBrygge75A,st.th,2300KøbenhavnS",3000000.0,507700.0,5745000,130.0,44192.0,2020-11-28,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,114.0,12.56917668,55.6600609,"IslandsBrygge75A,stth,2300KøbenhavnS",IslandsBrygge,75,1.0,3,2020,11,28
2244,132318,"Amsterdamvej3,1.tv,2300KøbenhavnS",930000.0,123000.0,1945000,54.0,36018.0,2020-11-20,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,47.0,12.61400515,55.64873026,"Amsterdamvej3,1tv,2300KøbenhavnS",Amsterdamvej,3,2.0,2,2020,11,20
2245,136651,"Florensvej12,st.tv,2300KøbenhavnS",860000.0,137200.0,2372500,52.0,45625.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,49.0,12.62104518,55.65795371,"Florensvej12,sttv,2300KøbenhavnS",Florensvej,12,1.0,2,2020,11,15
2246,136656,"Florensvej12,1.mf,2300KøbenhavnS",480000.0,63900.0,1275000,26.0,49038.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,23.0,12.62104518,55.65795371,"Birkevej25,7500Holstebro",Florensvej,12,2.0,1,2020,11,15
2247,136800,"Digevej103,st.,2300KøbenhavnS",2150000.0,680800.0,4495000,139.0,32338.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1981.0,131.0,12.58745647,55.64391968,"Digevej103,st,2300KøbenhavnS",Digevej,103,1.0,4,2020,11,15
2249,144285,"Birketinget2D,4.441,2300KøbenhavnS",700000.0,114600.0,1350000,42.0,32142.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1970.0,37.0,12.60037363,55.65631067,"Birketinget2D,4,-441,2300KøbenhavnS",Birketinget,2,5.0,1,2020,11,15
2250,132686,"Vermlandsgade83,3.tv,2300KøbenhavnS",1100000.0,89000.0,2795000,65.0,43000.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1905.0,56.0,12.61243353,55.66653488,"Vermlandsgade83,3tv,2300KøbenhavnS",Vermlandsgade,83,4.0,2,2020,11,15
2251,123397,"Kirkegårdsvej32,4.th,2300KøbenhavnS",1600000.0,98500.0,3595000,89.0,40393.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,81.0,12.61216766,55.65703472,"Kirkegårdsvej32,4th,2300KøbenhavnS",Kirkegårdsvej,32,5.0,3,2020,11,15
2252,106874,"Markmandsgade23,1.th,2300KøbenhavnS",3350000.0,498900.0,4467500,118.0,37860.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,107.0,12.60013845,55.6684821,"Markmandsgade23,1th,2300KøbenhavnS",Markmandsgade,23,2.0,4,2020,11,15
2253,130659,"Kretavej19,4.th,2300KøbenhavnS",1000000.0,134500.0,2295000,59.0,38898.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,55.0,12.61917494,55.65294916,"Hvedstrupvej14,4000Roskilde",Kretavej,19,5.0,2,2020,11,15
2254,140170,"Østerdalsgade1B,1.mf,2300KøbenhavnS",640000.0,55200.0,1350000,39.0,34615.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,32.0,12.60314351,55.65500935,"TietgensAllé100,5230OdenseM",Østerdalsgade,1,2.0,1,2020,11,15
2255,139149,"RobertJacobsensVej80,4.1,2300KøbenhavnS",1950000.0,441700.0,3525000,97.0,36340.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,85.0,12.57201842,55.61693824,"RobertJacobsensVej80,4,-1,2300KøbenhavnS",RobertJacobsensVej,80,5.0,3,2020,11,15
2256,103664,"Halfdansgade3,st.th,2300KøbenhavnS",1400000.0,94700.0,3000000,64.0,46875.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,57.0,12.57575214,55.66549906,"Halfdansgade3,stth,2300KøbenhavnS",Halfdansgade,3,1.0,2,2020,11,15
2258,139313,"Englandsvej42,st.th,2300KøbenhavnS",960000.0,88400.0,2215000,68.0,32573.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,62.0,12.60279355,55.65431332,"Englandsvej42,stth,2300KøbenhavnS",Englandsvej,42,1.0,2,2020,11,15
2259,131990,"Albaniensgade4,4.th,2300KøbenhavnS",1000000.0,72800.0,2135000,59.0,36186.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,52.0,12.61502409,55.66295975,"Hartmannsvej12,2690Karlslunde",Albaniensgade,4,5.0,2,2020,11,15
2260,136463,"Elbagade69,4.th,2300KøbenhavnS",1000000.0,94100.0,2295000,58.0,39568.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,52.0,12.61773594,55.65484668,"Elbagade69,4th,2300KøbenhavnS",Elbagade,69,5.0,2,2020,11,15
2261,103669,"Halfdansgade5,5.th,2300KøbenhavnS",2000000.0,124300.0,4925000,86.0,57267.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,79.0,12.57594057,55.66542324,"Halfdansgade5,5th,2300KøbenhavnS",Halfdansgade,5,6.0,3,2020,11,15
2262,108945,"ØrestadsBoulevard63C,1.th,2300KøbenhavnS",1650000.0,301300.0,2930000,80.0,36625.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,68.0,12.58189481,55.63281394,"ØrestadsBoulevard63C,1th,2300KøbenhavnS",ØrestadsBoulevard,63,2.0,3,2020,11,15
2263,113815,"EdvardThomsensVej91,6.tv,2300KøbenhavnS",1600000.0,301900.0,2850000,81.0,35185.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,69.0,12.57998321,55.63244745,"EdvardThomsensVej91,6tv,2300KøbenhavnS",EdvardThomsensVej,91,7.0,3,2020,11,15
2264,125070,"KvintusAllé3,3.21,2300KøbenhavnS",760000.0,139200.0,1695000,43.0,39418.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1962.0,40.0,12.61961487,55.66081728,"KvintusAllé3,3,-21,2300KøbenhavnS",KvintusAllé,3,4.0,1,2020,11,15
2265,132806,"Elbagade19,2.th,2300KøbenhavnS",960000.0,93400.0,2095000,60.0,34916.0,2020-11-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,52.0,12.6132172,55.65368863,"Elbagade19,2th,2300KøbenhavnS",Elbagade,19,3.0,2,2020,11,15
2269,107333,"Myggenæsgade9,6.1,2300KøbenhavnS",3500000.0,563300.0,5895000,126.0,46785.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,115.0,12.58302928,55.66571235,"Myggenæsgade9,6,-1,2300KøbenhavnS",Myggenæsgade,9,7.0,3,2020,11,1
2270,107273,"Myggenæsgade3,st.2,2300KøbenhavnS",2350000.0,396700.0,3695000,92.0,40163.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,81.0,12.58415453,55.66533048,"Myggenæsgade3,st,-2,2300KøbenhavnS",Myggenæsgade,3,1.0,3,2020,11,1
2271,112390,"IslandsBrygge38B,4.th,2300KøbenhavnS",3100000.0,499400.0,7050000,118.0,59745.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,104.0,12.56669891,55.65833889,"IslandsBrygge38B,4th,2300KøbenhavnS",IslandsBrygge,38,5.0,4,2020,11,1
2272,101392,"UnderElmene18,5.th,2300KøbenhavnS",1000000.0,94100.0,2600000,59.0,44067.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,52.0,12.59880452,55.66529218,"UnderElmene18,5th,2300KøbenhavnS",UnderElmene,18,6.0,2,2020,11,1
2273,104260,"Weidekampsgade65,st.tv,2300KøbenhavnS",2050000.0,363100.0,3350000,81.0,41358.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,68.0,12.5808128,55.66774497,"Weidekampsgade65,sttv,2300KøbenhavnS",Weidekampsgade,65,1.0,2,2020,11,1
2275,108466,"C.F.MøllersAllé34,10.,2300KøbenhavnS",1900000.0,353400.0,3995000,93.0,42956.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,79.0,12.57658299,55.63460489,"C.F.MøllersAllé34,10,2300KøbenhavnS",C.F.MøllersAllé,34,11.0,3,2020,11,1
2276,134588,"Kastrupvej1,1.,2300KøbenhavnS",1000000.0,88400.0,1995000,56.0,35625.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,48.0,12.61436677,55.66038558,"Bavnestien5,2850Nærum",Kastrupvej,1,2.0,2,2020,11,1
2277,118373,"EdvardThomsensVej15,4.th,2300KøbenhavnS",2400000.0,534300.0,4800000,115.0,41739.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,111.0,12.5734997,55.63313421,"EdvardThomsensVej15,4th,2300KøbenhavnS",EdvardThomsensVej,15,5.0,4,2020,11,1
2278,135647,"Frankrigsgade25,4.tv,2300KøbenhavnS",1000000.0,94200.0,2150000,54.0,39814.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,49.0,12.60837527,55.66216347,"Frankrigsgade25,4tv,2300KøbenhavnS",Frankrigsgade,25,5.0,2,2020,11,1
2279,103258,"Weidekampsgade43,3.tv,2300KøbenhavnS",2300000.0,447800.0,4250000,84.0,50595.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,73.0,12.58206889,55.66668986,"Weidekampsgade43,3tv,2300KøbenhavnS",Weidekampsgade,43,4.0,3,2020,11,1
2280,133882,"Reberbanegade27,4.tv,2300KøbenhavnS",550000.0,175500.0,2500000,60.0,41666.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,54.0,12.60619336,55.66260983,"Tokkekøbvej42,3450Allerød",Reberbanegade,27,5.0,3,2020,11,1
2281,140151,"RichardMortensensVej81,2.2,2300KøbenhavnS",2600000.0,530000.0,4250000,126.0,33730.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,114.0,12.5705851,55.61676511,"RichardMortensensV81,2,-2,2300KøbenhavnS",RichardMortensensVej,81,3.0,4,2020,11,1
2282,140673,"Birketinget12,2.5,2300KøbenhavnS",1050000.0,222900.0,2200000,68.0,32352.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1973.0,63.0,12.59689377,55.65642731,"Birketinget12,2,-5,2300KøbenhavnS",Birketinget,12,3.0,2,2020,11,1
2283,136387,"Amagerbrogade299,2.tv,2300KøbenhavnS",890000.0,85300.0,1695000,53.0,31981.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,51.0,12.6172003,55.64131851,"Amagerbrogade299,2tv,2300KøbenhavnS",Amagerbrogade,299,3.0,2,2020,11,1
2284,104710,"CarlTh.ZahlesGade16,5.th,2300KøbenhavnS",2350000.0,386400.0,5200000,97.0,53608.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2004.0,84.0,12.57357349,55.66145171,"CarlTh.ZahlesGade16,5th,2300KøbenhavnS",CarlTh.ZahlesGade,16,6.0,3,2020,11,1
2285,102809,"Weidekampsgade29,st.3,2300KøbenhavnS",2500000.0,463000.0,4350000,98.0,44387.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,82.0,12.583509,55.6660366,"Weidekampsgade29,st,-3,2300KøbenhavnS",Weidekampsgade,29,1.0,3,2020,11,1
2286,133816,"Parmagade38,st.tv,2300KøbenhavnS",720000.0,56000.0,1735000,46.0,37717.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,41.0,12.61600185,55.65314667,"Parmagade38,sttv,2300KøbenhavnS",Parmagade,38,1.0,2,2020,11,1
2289,140058,"RichardMortensensVej73,5.1,2300KøbenhavnS",1150000.0,238700.0,2543000,58.0,43844.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,46.0,12.57140911,55.61744812,"Værnedamsvej15,4tv,1819FrederiksbergC",RichardMortensensVej,73,6.0,2,2020,11,1
2290,105950,"Uplandsgade22,4.th,2300KøbenhavnS",1950000.0,175000.0,3900000,102.0,38235.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1924.0,93.0,12.60185124,55.6672311,"Uplandsgade22,4th,2300KøbenhavnS",Uplandsgade,22,5.0,3,2020,11,1
2291,119199,"EdvardThomsensVej63,4.4,2300KøbenhavnS",2300000.0,494300.0,3700000,115.0,32173.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,90.0,12.57744928,55.63276459,"EdvardThomsensVej63,4,-4,2300KøbenhavnS",EdvardThomsensVej,63,5.0,4,2020,11,1
2292,422659,"RobertJacobsensVej1A,5.th,2300KøbenhavnS",2700000.0,496900.0,4400000,124.0,35483.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,111.0,12.57571759,55.62388642,"RobertJacobsensVej1A,5th,2300KøbenhavnS",RobertJacobsensVej,1,6.0,4,2020,11,1
2293,122859,"Kirkegårdsvej1,5.,2300KøbenhavnS",1650000.0,126800.0,4140000,89.0,46516.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1898.0,81.0,12.6108612,55.65959195,"Kirkegårdsvej1,5,2300KøbenhavnS",Kirkegårdsvej,1,6.0,4,2020,11,1
2294,138831,"Hyacintgården3,st.mf,2300KøbenhavnS",520000.0,82200.0,1395000,35.0,39857.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1968.0,32.0,12.61245202,55.64824525,"Hyacintgården3,stmf,2300KøbenhavnS",Hyacintgården,3,1.0,1,2020,11,1
2295,131191,"Palermovej11,st.2,2300KøbenhavnS",1050000.0,104700.0,2400000,69.0,34782.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,66.0,12.62239194,55.66043824,"Palermovej11,st,-2,2300KøbenhavnS",Palermovej,11,1.0,3,2020,11,1
2296,105466,"Amagerfælledvej31,4.tv,2300KøbenhavnS",2000000.0,182700.0,4100000,111.0,36936.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,101.0,12.59490384,55.6652178,"Amagerfælledvej31,4tv,2300KøbenhavnS",Amagerfælledvej,31,5.0,4,2020,11,1
2297,139704,"RichardMortensensVej73,4.2,2300KøbenhavnS",2700000.0,743000.0,4610000,155.0,29741.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,143.0,12.57140911,55.61744812,"RichardMortensensV73,4,-2,2300KøbenhavnS",RichardMortensensVej,73,5.0,5,2020,11,1
2298,109278,"IslandsBrygge32A,6.658,2300KøbenhavnS",4200000.0,655800.0,9525000,143.0,66608.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1963.0,104.0,12.56855846,55.6609904,"IslandsBrygge32A,6,-658,2300KøbenhavnS",IslandsBrygge,32,7.0,3,2020,11,1
2299,117819,"C.F.MøllersAllé60,8.tv,2300KøbenhavnS",1950000.0,397900.0,4250000,99.0,42929.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,86.0,12.5785066,55.63436188,"Løvholmen15,2,-11,2720Vanløse",C.F.MøllersAllé,60,9.0,4,2020,11,1
2300,131472,"Rumæniensgade12,3.th,2300KøbenhavnS",1150000.0,143300.0,2510000,69.0,36376.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,61.0,12.61299391,55.6597183,"Siciliensgade9,3th,2300KøbenhavnS",Rumæniensgade,12,4.0,3,2020,11,1
2301,114753,"C.F.MøllersAllé18,2.th,2300KøbenhavnS",1950000.0,383100.0,3490000,99.0,35252.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,84.0,12.57425173,55.63513661,"C.F.MøllersAllé18,2th,2300KøbenhavnS",C.F.MøllersAllé,18,3.0,3,2020,11,1
2302,101380,"Hollænderdybet6,3.tv,2300KøbenhavnS",1350000.0,118300.0,3607500,82.0,43993.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,75.0,12.59897389,55.664902,"Hollænderdybet6,3tv,2300KøbenhavnS",Hollænderdybet,6,4.0,3,2020,11,1
2303,118347,"EdvardThomsensVej13,5.tv,2300KøbenhavnS",2100000.0,458700.0,3785000,100.0,37850.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,96.0,12.57344112,55.63297802,"EdvardThomsensVej13,5tv,2300KøbenhavnS",EdvardThomsensVej,13,6.0,3,2020,11,1
2304,128745,"Rodosvej7C,2.tv,2300KøbenhavnS",840000.0,116800.0,1725000,50.0,34500.0,2020-11-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,45.0,12.61370939,55.65065319,"Rodosvej7C,2tv,2300KøbenhavnS",Rodosvej,7,3.0,2,2020,11,1
